,Name,Full_Address,Website,Plus_Code,Rating,Reviews,URL,longitude,latitude,State,Zipcode,Street,City
6395,St. Peter's Medical Group North,"3330 Ptarmigan Ln, Helena, MT 59602",stpetes.org,"JXCG+M3 Helena, Montana",3.5,4,"https://www.google.com/maps/place/St.+Peter's+Medical+Group+North/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x53435466fe5a1963:0xb4551319463e4f2d!8m2!3d46.621641!4d-112.0247951?hl=en",-112.0249084,46.6217293,MT,59602,3330 Ptarmigan Ln,Helena
6396,Benefis Teton Medical Center,"915 4th St NW, Choteau, MT 59422",tetonmedicalcenter.net,"RR74+PV Choteau, Montana",,,"https://www.google.com/maps/place/Benefis+Teton+Medical+Center/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x534281f4ad5c9825:0x8f6a4d453c56c3f8!8m2!3d47.8143591!4d-112.1927509?hl=en",-112.192751,47.814359,MT,59422,915 4th St NW,Choteau
6397,"Dr. Brian L. Priest, MD","408 Wendell Ave, Lewistown, MT 59457",cmmc.health,"3H65+45 Lewistown, Montana",,,"https://www.google.com/maps/place/Dr.+Brian+L.+Priest,+MD/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x5340d4ba44114287:0x7c22175e15feffeb!8m2!3d47.060352!4d-109.4420134?hl=en",-109.4420082,47.0603543,MT,59457,408 Wendell Ave,Lewistown
6398,Family Health Care Columbia Falls Clinic,"1850 9th St W, Columbia Falls, MT 59912",krh.org,"9QCV+32 Columbia Falls, Montana",4.1,8,"https://www.google.com/maps/place/Family+Health+Care+Columbia+Falls+Clinic/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x5366419fd0cd46a5:0xf41bdf80504498d1!8m2!3d48.3702432!4d-114.2074119?hl=en",-114.2074037,48.3701681,MT,59912,1850 9th St W,Columbia Falls
6399,Providence Urgent Mental Health Clinic,"900 N Orange St UNIT 102, Missoula, MT 59802",montana.providence.org,"V2H5+92 Missoula, Montana",2.5,8,"https://www.google.com/maps/place/Providence+Urgent+Mental+Health+Clinic/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x535dce839fd2179d:0x60c30020f2248ee9!8m2!3d46.8784946!4d-113.9924539?hl=en",-113.9924539,46.8784946,MT,59802,900 N Orange St UNIT 102,Missoula
6400,Billings Clinic Bozeman Pediatrics,"1819 S 22nd Ave Ste 100, Bozeman, MT 59718",billingsclinic.com,"MW6M+F6 Bozeman, Montana",4.2,11,"https://www.google.com/maps/place/Billings+Clinic+Bozeman+Pediatrics/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x5345451cf8ba760b:0x44f0e534e75e72ca!8m2!3d45.6611808!4d-111.0669668?hl=en",-111.0668376,45.6612042,MT,59718,1819 S 22nd Ave Ste 100,Bozeman
6401,Bozeman VA Clinic,"300 N Willson Ave, Bozeman, MT 59715",montana.va.gov,"MXM6+3M Bozeman, Montana",2.9,13,"https://www.google.com/maps/place/Bozeman+VA+Clinic/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x5345445ab3c30277:0x486d907eb2797503!8m2!3d45.6826748!4d-111.0382605?hl=en",-111.0381563,45.6823949,MT,59715,300 N Willson Ave,Bozeman
6402,Kalispell Regional Medical Center -Applied Health Services,"202 Conway Dr # 100A, Kalispell, MT 59901",krh.org,"6M7C+CV Kalispell, Montana",,,,-114.3270071,48.2130367,MT,59901,202 Conway Dr # 100A,Kalispell
6403,Beartooth Billings Clinic,"2525 Broadway Ave N, Red Lodge, MT 59068",beartoothbillingsclinic.org,"6Q64+W9 Red Lodge, Montana",4.4,7,"https://www.google.com/maps/place/Beartooth+Billings+Clinic/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x534ed6002c8ac2c3:0xf37c7bce00676ee8!8m2!3d45.2123415!4d-109.2440505?hl=en",-109.2439608,45.212242,MT,59068,2525 Broadway Ave N,Red Lodge
6404,Cabinet Peaks Medical Center,"209 Health Park Drive, Libby, MT 59923",cabinetpeaks.org,"9FR3+RJ Libby, Montana",3.7,17,"https://www.google.com/maps/place/Cabinet+Peaks+Medical+Center/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x5366a9036db03357:0xac6d0eb3cc81c8cb!8m2!3d48.3920861!4d-115.545997?hl=en",-115.5459129,48.3925964,MT,59923,209 Health Park Drive,Libby
6405,Bigfork Medical Clinic,"8299 Mount Hwy 35, Bigfork, MT 59911",krh.org,"3W89+RR Bigfork, Montana",,,"https://www.google.com/maps/place/Bigfork+Medical+Clinic/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x5367b285ed15a563:0xec5120a06f0f29e8!8m2!3d48.0671037!4d-114.0804691?hl=en",-114.0804691,48.0671037,MT,59911,8299 Mount Hwy 35,Bigfork
6406,Glendive Medical Center,"202 Prospect Dr, Glendive, MT 59330",gmc.org,"479W+3C Glendive, Montana",3.2,17,"https://www.google.com/maps/place/Glendive+Medical+Center/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x532520b30441ae51:0x22c46fd1c5ec6ac7!8m2!3d47.117664!4d-104.703999?hl=en",-104.703999,47.117664,MT,59330,202 Prospect Dr,Glendive
6407,Marcus Daly Memorial Hospital,"1200 Westwood Dr, Hamilton, MT 59840",mdmh.org,"6RXH+58 Hamilton, Montana",3.1,36,"https://www.google.com/maps/place/Marcus+Daly+Memorial+Hospital/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x535eb769920cc363:0x376ee4c1e1e2f6b0!8m2!3d46.2478856!4d-114.1716352?hl=en",-114.172039,46.248255,MT,59840,1200 Westwood Dr,Hamilton
6408,Madison Valley Medical Center,"305 Main St, Ennis, MT 59729",mvmedcenter.org,"9729+J5 Ennis, Montana",4.6,11,"https://www.google.com/maps/place/Madison+Valley+Medical+Center/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x535a9d8365556a57:0x7ee1a9d2831a7fda!8m2!3d45.3516024!4d-111.7320621?hl=en",-111.732051,45.3519176,MT,59729,305 Main St,Ennis
6409,Northern Montana Hospital: Rebchook Allen G MD,"30 13th St, Havre, MT 59501",,"G8P7+PR Havre, Montana",,,"https://www.google.com/maps/place/Northern+Montana+Hospital:+Rebchook+Allen+G+MD/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x536ab30c6e268ea5:0xde70148e640f38cb!8m2!3d48.5368489!4d-109.6854548?hl=en",-109.6854548,48.5368489,MT,59501,30 13th St,Havre
6410,North Valley Hospital,"1600 Hospital Way, Whitefish, MT 59937",nvhosp.org,"9MJ9+2M Whitefish, Montana",3.9,44,"https://www.google.com/maps/place/North+Valley+Hospital/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x5366410890c3b12f:0x8ee7db5f9a201dda!8m2!3d48.3800646!4d-114.3308249?hl=en",-114.3278631,48.3796774,MT,59937,1600 Hospital Way,Whitefish
6411,Kornish Michael S MD,"107 6th Ave SW, Ronan, MT 59864",stlukehealthcare.org,"GVHV+J5 Ronan, Montana",4,1,"https://www.google.com/maps/place/Kornish+Michael+S+MD/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x53677b41b1f53c9f:0xfc17b9a0dafdecaa!8m2!3d47.5290177!4d-114.1070038?hl=en",-114.1069355,47.5286616,MT,59864,107 6th Ave SW,Ronan
6412,Fort Belknap Hospital,"669 Agency Main St, Harlem, MT 59526",ihs.gov,"F6JP+V8 Harlem, Montana",5,1,"https://www.google.com/maps/place/Fort+Belknap+Hospital/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x53157c1cff808da1:0x6f4475f7d53dbe4a!8m2!3d48.482245!4d-108.7641978?hl=en",-108.7641978,48.482245,MT,59526,669 Agency Main St,Harlem
6413,Granite County Medical Center,"310 S Sansome St, Philipsburg, MT 59858",gcmedcenter.org,"8PJ4+28 Philipsburg, Montana",2.3,3,"https://www.google.com/maps/place/Granite+County+Medical+Center/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x535c751c22e6e259:0x5e9a9ae0f81cf772!8m2!3d46.3300689!4d-113.2942448?hl=en",-113.2940025,46.3300754,MT,59858,310 S Sansome St,Philipsburg
6414,Crow/Northern Cheyenne Hospital,"1010 7650 E, Crow Agency, MT 59022",ihs.gov,"HHJ2+VF Crow Agency, Montana",3.5,11,"https://www.google.com/maps/place/Crow%2FNorthern+Cheyenne+Hospital/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x5337d1b9be018e05:0x1bbb082b871d3645!8m2!3d45.5821958!4d-107.4488586?hl=en",-107.4488586,45.5821958,MT,59022,1010 7650 E,Crow Agency
6415,Community Physician Group - Stevensville Family Medicine,"3800 Eastside Hwy, Stevensville, MT 59870",communitymed.org,"GW25+67 Stevensville, Montana",2.6,11,,-114.091816,46.500571,MT,59870,3800 Eastside Hwy,Stevensville
6416,Northern Montana Health Care,"30 13th St, Havre, MT 59501",nmhcare.org,"G8Q7+6Q Havre, Montana",3.9,9,"https://www.google.com/maps/place/Northern+Montana+Health+Care/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x536ab30c6e268ea5:0x75bf8f57d1d5e859!8m2!3d48.5380077!4d-109.6855634?hl=en",-109.6854548,48.5368489,MT,59501,30 13th St,Havre
6417,Gabert Clinic,"107 Dilworth St, Glendive, MT 59330",gmc.org,"478W+V9 Glendive, Montana",3.3,6,"https://www.google.com/maps/place/Gabert+Clinic/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x532520b30e304d7b:0xe05eb0d945a1ceb4!8m2!3d47.117156!4d-104.704093?hl=en",-104.7036283,47.1173802,MT,59330,107 Dilworth St,Glendive
6418,Phillips County Hospital,"311 S 8th Ave E, Malta, MT 59538",pchospital.us,"944R+V7 Malta, Montana",5,2,"https://www.google.com/maps/place/Phillips+County+Hospital/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x533e1237669518f3:0xc2a708285a76ccd9!8m2!3d48.3572419!4d-107.8593358?hl=en",-107.8594139,48.3572353,MT,59538,311 S 8th Ave E,Malta
6419,Mineral Community Hospital,"1208 6th Ave E, Superior, MT 59872",mineralcommunityhospital.org,"54PF+57 Superior, Montana",5,5,"https://www.google.com/maps/place/Mineral+Community+Hospital/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x535e1cb1289b8eaf:0x16b3e7d0e13dddda!8m2!3d47.1854067!4d-114.8768128?hl=en",-114.8768128,47.1854067,MT,59872,1208 6th Ave E,Superior
6420,Ruby Valley Hospital,"321 Madison St, Sheridan, MT 59749",rubyvalleyhospital.com,"FR35+3H Sheridan, Montana",5,6,"https://www.google.com/maps/place/Ruby+Valley+Hospital/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x535a63a4bc5b5c5d:0x4643372ec1e6fe01!8m2!3d45.4527407!4d-112.1910427?hl=en",-112.1910458,45.4528532,MT,59749,321 Madison St,Sheridan
6421,Montana State Hospital: Caddell Tatjana DO,"300 Garnet Way, Warm Springs, MT 59756",montana.edu,"56J5+9H Warm Springs, Anaconda, MT",,,"https://www.google.com/maps/place/Montana+State+Hospital:+Caddell+Tatjana+DO/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x535b76bfffffffff:0xddacb58fa72c890f!8m2!3d46.1809146!4d-112.7910163?hl=en",-112.7910163,46.1809146,MT,59756,300 Garnet Way,Warm Springs
6422,Beartooth Hospital & Health,"209 E Front Ave, Joliet, MT 59041",beartoothbillingsclinic.org,"F2PM+XV Joliet, Montana",,,"https://www.google.com/maps/place/Beartooth+Hospital+%26+Health/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x5348c10907908be1:0x6fd91e9baaae9fe2!8m2!3d45.4874609!4d-108.9652585?hl=en",-108.9685141,45.486715,MT,59041,209 E Front Ave,Joliet
6423,Central Montana Medical Center,"408 Wendell Ave, Lewistown, MT 59457",cmmc.health,"3H54+FM Lewistown, Montana",4.1,9,"https://www.google.com/maps/place/Central+Montana+Medical+Center/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x5340d4bbb7eac5e1:0x4a364889b7334eda!8m2!3d47.0586459!4d-109.4433072?hl=en",-109.4420082,47.0603543,MT,59457,408 Wendell Ave,Lewistown
6424,Blackfeet Community Hospital,"760 Blackweasel Rd, Browning, MT 59417",ihs.gov,"HX8J+73 Browning, Montana",3.1,21,"https://www.google.com/maps/place/Blackfeet+Community+Hospital/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x5368ef2049a45ced:0xfc4a6a81d7b5c391!8m2!3d48.5657292!4d-113.019753?hl=en",-113.0194223,48.5658941,MT,59417,760 Blackweasel Rd,Browning
6425,Stillwater Billings Clinic,"710 11th St N, Columbus, MT 59019",stillwaterbillingsclinic.com,"JQV5+43 Columbus, Montana",4,13,"https://www.google.com/maps/place/Stillwater+Billings+Clinic/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x5348b01e7880eb99:0xfb15558c52d656f!8m2!3d45.6428318!4d-109.2422733?hl=en",-109.2419841,45.642814,MT,59019,710 11th St N,Columbus
6426,Clark Fork Valley Hospital,"10 Kruger Rd, Plains, MT 59859",cfvh.org,"F496+9P Plains, Montana",3.5,8,"https://www.google.com/maps/place/Clark+Fork+Valley+Hospital/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x5360b33b263042df:0xe733b1a51d337548!8m2!3d47.4683751!4d-114.8881731?hl=en",-114.8917534,47.4695324,MT,59859,10 Kruger Rd,Plains
6427,Walk-in Orthopedic Urgent Care - Missoula Bone & Joint,"2360 Mullan Rd, Missoula, MT 59808",missoulaboneandjoint.com,"VXM9+9X Missoula, Montana",4.6,10,,-114.0300056,46.8834553,MT,59808,2360 Mullan Rd,Missoula
6428,St. James Healthcare,"400 S Clark St, Butte, MT 59701",stjameshealthcare.org,"2F53+9Q Pioneer, Butte, MT",2.9,49,"https://www.google.com/maps/place/St.+James+Healthcare/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x535b0834b5c52d75:0x680b17eae00d8817!8m2!3d46.0084722!4d-112.5455521?hl=en",-112.5455521,46.0084722,MT,59701,400 S Clark St,Butte
6429,Community Hospital of Anaconda,"401 W Pennsylvania St, Anaconda, MT 59711",communityhospitalofanaconda.org,"42MV+2C Warm Springs, Anaconda, MT",3.9,20,"https://www.google.com/maps/place/Community+Hospital+of+Anaconda/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x535b90cf51f73c7f:0x4d660de709bc18ce!8m2!3d46.1325566!4d-112.9564645?hl=en",-112.9575492,46.1328103,MT,59711,401 W Pennsylvania St,Anaconda
6430,Livingston HealthCare,"320 Alpenglow Ln, Livingston, MT 59047",livingstonhealthcare.org,"MFGF+28 Livingston, Montana",3.3,38,"https://www.google.com/maps/place/Livingston+HealthCare/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x53457b7bfd5d9f03:0x1bf956ea5c0ffed0!8m2!3d45.6750532!4d-110.5267394?hl=en",-110.5268412,45.6751954,MT,59047,320 Alpenglow Ln,Livingston
6431,Liberty Medical Center: Emergency Room,"315 W Madison Ave, Chester, MT 59522",libertymedicalcenter.org,"G26H+36 Chester, Montana",5,1,"https://www.google.com/maps/place/Liberty+Medical+Center:+Emergency+Room/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x536a441851c211dd:0xa5cb88c2cd7bae01!8m2!3d48.5101291!4d-110.9719131?hl=en",-110.9711097,48.5102384,MT,59522,315 W Madison Ave,Chester
6432,St. Peter's Health,"2475 E Broadway St, Helena, MT 59601",sphealth.org,"H2M3+89 Helena, Montana",2.3,117,"https://www.google.com/maps/place/St.+Peter's+Health/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x53435598b4218b77:0x660bc2900f3ebca4!8m2!3d46.5833473!4d-111.996511?hl=en",-111.9966811,46.583494,MT,59601,2475 E Broadway St,Helena
6433,Deer Lodge Medical Center,"1100 Hollenback Ln, Deer Lodge, MT 59722",dlmed.org,"C77F+C7 Deer Lodge, Montana",3.7,9,"https://www.google.com/maps/place/Deer+Lodge+Medical+Center/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x535b7dbcd46669d7:0x911ed2744f1af6d0!8m2!3d46.4135348!4d-112.726774?hl=en",-112.726774,46.4135348,MT,59722,1100 Hollenback Ln,Deer Lodge
6434,Kalispell Regional Medical Center,"310 Sunnyview Ln, Kalispell, MT 59901",krh.org,"6M7G+WF Kalispell, Montana",2.8,141,"https://www.google.com/maps/place/Kalispell+Regional+Medical+Center/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x5366509fc8ff68ef:0x1693de9e94834131!8m2!3d48.2148436!4d-114.3237809?hl=en",-114.3236774,48.2147675,MT,59901,310 Sunnyview Ln,Kalispell
6435,St. Vincent Healthcare,"1233 N 30th St, Billings, MT 59101",sclhealth.org,"QFVJ+9G Billings, Montana",3.5,34,"https://www.google.com/maps/place/St.+Vincent+Healthcare/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x53487b15d2f7f283:0x48ab103745e8e248!8m2!3d45.7934842!4d-108.5187094?hl=en",-108.5187094,45.7934842,MT,59101,1233 N 30th St,Billings
6436,Great Falls Clinic Hospital,"3010 15th Ave S, Great Falls, MT 59405",gfclinic.com,"FPQV+H9 Great Falls, Montana",4.3,31,"https://www.google.com/maps/place/Great+Falls+Clinic+Hospital/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x534237c5d71ae3c7:0x6bf1da0da2adc05d!8m2!3d47.4889764!4d-111.2565935?hl=en",-111.2565109,47.4889691,MT,59405,3010 15th Ave S,Great Falls
6437,Bozeman Health Deaconess Hospital,"915 Highland Blvd, Bozeman, MT 59715",bozemanhealth.org,"MX9J+X2 Bozeman, Montana",2.6,118,"https://www.google.com/maps/place/Bozeman+Health+Deaconess+Hospital/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x534544f3a6b18c63:0x74295350ca92a9e0!8m2!3d45.6699625!4d-111.019943?hl=en",-111.019934,45.6698613,MT,59715,915 Highland Blvd,Bozeman
6438,Holy Rosary Healthcare,"2600 Wilson St, Miles City, MT 59301",sclhealth.org,"95WC+5Q Miles City, Montana",3.3,12,"https://www.google.com/maps/place/Holy+Rosary+Healthcare/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x533a769d02158d53:0x9c398622639538d7!8m2!3d46.3953783!4d-105.8281088?hl=en",-105.8281088,46.3953783,MT,59301,2600 Wilson St,Miles City
6439,Billings Clinic Hospital,"2800 10th Ave N, Billings, MT 59101",billingsclinic.com,"QFQP+QR Billings, Montana",3.9,120,"https://www.google.com/maps/place/Billings+Clinic+Hospital/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x534864cddff832dd:0x7597ca65fd9bf448!8m2!3d45.7894434!4d-108.512958?hl=en",-108.5129947,45.7895369,MT,59101,2800 10th Ave N,Billings
6440,Great Falls Clinic Immediate Care Center,"3000 15th Ave S, Great Falls, MT 59405",gfclinic.com,"FPQV+9M Great Falls, Montana",3.6,23,"https://www.google.com/maps/place/Great+Falls+Clinic+Immediate+Care+Center/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x534237abb5816bf7:0xd5b6b9b35bf12feb!8m2!3d47.4884624!4d-111.2558726?hl=en",-111.2560031,47.4886203,MT,59405,3000 15th Ave S,Great Falls
6441,Benefis Health System,"1101 26th St S, Great Falls, MT 59405",benefis.org,"FPRR+F6 Great Falls, Montana",3.1,51,"https://www.google.com/maps/place/Benefis+Health+System/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x534237a88b446549:0xd83db4d942a6226b!8m2!3d47.4912471!4d-111.2594289?hl=en",-111.2594192,47.4911874,MT,59405,1101 26th St S,Great Falls
6442,Teton Medical Center: Emergency Room,"915 4th St NW, Choteau, MT 59422",tetonmedicalcenter.net,"RR74+PV Choteau, Montana",,,"https://www.google.com/maps/place/Teton+Medical+Center:+Emergency+Room/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x534281f4ad6fa187:0xf1c839515932079!8m2!3d47.8143591!4d-112.1927509?hl=en",-112.192751,47.814359,MT,59422,915 4th St NW,Choteau
6443,Big Sky Medical Center,"334 Town Center Ave, Big Sky, MT 59716",bigskymedicalcenter.org,"7M6X+5M Big Sky, Montana",3.5,28,"https://www.google.com/maps/place/Big+Sky+Medical+Center/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x5350102cbe75447f:0x79dad556fe2611d5!8m2!3d45.2603787!4d-111.3008178?hl=en",-111.3007849,45.260304,MT,59716,334 Town Center Ave,Big Sky
6444,Cabinet Peaks Medical Center: Emergency Room,"209 Health Park Drive, Libby, MT 59923",cabinetpeaks.org,"9FR3+RJ Libby, Montana",,,"https://www.google.com/maps/place/Cabinet+Peaks+Medical+Center:+Emergency+Room/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x5366a9034274f1b9:0x7978dce937e2f3df!8m2!3d48.3920861!4d-115.545997?hl=en",-115.5459129,48.3925964,MT,59923,209 Health Park Drive,Libby
6445,Providence St. Joseph Medical Clinic Urgent Care/Walk-in - Polson,"6 13th Ave E, Polson, MT 59860",montana.providence.org,"MRJQ+V2 Polson, Montana",,,,-114.1624467,47.6822197,MT,59860,6 13th Ave E,Polson
6446,Madison Valley Medical Center: Emergency Room,"305 Main St, Ennis, MT 59729",mvmedcenter.org,"9729+Q5 Ennis, Montana",,,"https://www.google.com/maps/place/Madison+Valley+Medical+Center:+Emergency+Room/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x535a9d9d03545f7b:0xa34dd65c86334b11!8m2!3d45.3519527!4d-111.7320234?hl=en",-111.732051,45.3519176,MT,59729,305 Main St,Ennis
6447,St. Peter’s Urgent Care - North,"3330 Ptarmigan Ln, Helena, MT 59602",sphealth.org,"JXCG+P5 Helena, Montana",3.4,25,"https://www.google.com/maps/place/St.+Peter%E2%80%99s+Urgent+Care+-+North/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x53435466fe5a1963:0x678d2820b906649!8m2!3d46.6218318!4d-112.024549?hl=en",-112.0249084,46.6217293,MT,59602,3330 Ptarmigan Ln,Helena
6448,"Emergency Department, KRMC","330 Conway Dr, Kalispell, MT 59901",krh.org,"6M7G+G5 Kalispell, Montana",3,11,"https://www.google.com/maps/place/Emergency+Department,+KRMC/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x5366509efc372e89:0x7db4f66ab6791a01!8m2!3d48.2137749!4d-114.3245932?hl=en",-114.3250653,48.2139036,MT,59901,330 Conway Dr,Kalispell
6449,Barrett Hospital & HealthCare,"30 State Hwy 91 S, Dillon, MT 59725",barretthospital.org,"6923+J4 Dillon, Montana",3.4,14,"https://www.google.com/maps/place/Barrett+Hospital+%26+HealthCare/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x535a063b6d36d63b:0x960564b3caa26680!8m2!3d45.2016104!4d-112.6472478?hl=en",-112.6424589,45.2071402,MT,59725,30 State Hwy 91 S,Dillon
6450,Marcus Daly Convenient Care Clinic,"1200 Westwood Dr, Hamilton, MT 59840",mdmh.org,"6RXH+85 Hamilton, Montana",2.8,12,"https://www.google.com/maps/place/Marcus+Daly+Convenient+Care+Clinic/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x535eb76a2486372f:0x7522541233f7da01!8m2!3d46.248255!4d-114.172039?hl=en",-114.172039,46.248255,MT,59840,1200 Westwood Dr,Hamilton
6451,MedNorth Urgent Care,"2316 US-93, Kalispell, MT 59901",mymednorth.com,"6MM9+MF Kalispell, Montana",3.4,63,"https://www.google.com/maps/place/MedNorth+Urgent+Care/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x53665a686347f8b9:0x870d6201aca445cc!8m2!3d48.2341713!4d-114.3312896?hl=en",-114.3312231,48.2336836,MT,59901,2316 US-93,Kalispell
6452,Western Montana Clinic Now Care Downtown,"500 W Broadway St 6th Floor, Missoula, MT 59802",westernmontanaclinic.com,"VXFX+WQ Missoula, Montana",3.1,9,"https://www.google.com/maps/place/Western+Montana+Clinic+Now+Care+Downtown/@36.1789154,-109.6620814,4z/data=!4m9!1m3!2m2!1semergency+room+clinic+in++Montana+state!6e2!3m4!1s0x535dce807bbe8d95:0x5eb38fc78d1955c3!8m2!3d46.8748044!4d-114.0006235?hl=en",-114.0000297,46.8755594,MT,59802,500 W Broadway St 6th Floor,Missoula
